2013PN510385,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-06-25 12:53,WATER,DISCRETE SAMPLE,,104,,0.065,,0.88,,30.5,,0.019,,0.003,,49.2,,0.006,,0.376,,0.013,,0.24,,0.099,,0.99,,0.031,,0.01,L,0.001,,361,,0.177,,0.162,,12.4,,3.45,,0.601,,1.96,,0.01,L,0.005,L,0.001,,1.04,,0.04,,0.11,,0.003,,105,,0.02,,0.005,,0.022,,3.6,,0.007,,0.171,,0.523,,0.257,,0.6,,0.5
2013PN510407,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-07-10 14:54,WATER,DISCRETE SAMPLE,,86.5,,0.068,,1.05,,32.8,,0.007,,0.002,,48,,0.008,,0.209,,0.008,,0.13,,0.1,,0.96,,0.018,,0.01,L,0.001,,476,,0.11,,0.12,,12.2,,2.87,,0.673,,1.67,,0.008,L,0.005,L,0.001,,1.06,,0.15,,0.1,L,0.001,,110,,0.03,,0.006,,0.012,,3.6,,0.002,,0.195,,0.476,,0.174,,0.5,,0.3
2013PN510429,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-07-24 14:58,WATER,DISCRETE SAMPLE,,91.7,,0.06,,0.91,,32.8,,0.01,,0.002,,47,,0.005,,0.188,,0.008,,0.14,,0.094,,0.75,,0.022,,0.02,,0.001,,437,,0.111,,0.107,,12.3,,3.81,,0.653,,1.57,,0.014,L,0.005,L,0.001,,1.01,,0.13,,0.11,L,0.001,,110,L,0.01,,0.004,,0.01,,2.8,,0.004,,0.181,,0.479,,0.149,,0.5,,0.3
2013PN510442,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-08-10 16:15,WATER,DISCRETE SAMPLE,,35.5,,0.056,,0.89,,30.7,,0.008,L,0.001,,50.8,,0.007,,0.106,,0.005,,0.07,,0.131,,0.58,,0.013,,0.01,L,0.001,,345,,0.059,,0.059,,12.8,,4.72,,0.648,,1.32,,0.005,,0.005,L,0.001,,0.965,,0.02,,0.1,,0.001,,112,L,0.01,,0.004,L,0.005,,1.2,,0.001,,0.162,,0.317,,0.094,L,0.2,,0.3
2013PN510456,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-08-20 12:31,WATER,TRIPLICATE SAMPLE - rep1,,8.9,,0.061,,0.84,,32.1,,0.004,L,0.001,,51.1,,0.006,,0.064,,0.004,,0.04,,0.108,,0.62,,0.005,L,0.01,L,0.001,,235,,0.032,,0.039,,12.7,,2.42,,0.716,,1.34,L,0.001,L,0.005,L,0.001,,1.06,,0.02,,0.09,,0.002,,114,L,0.01,,0.004,,0.01,,0.4,L,0.001,,0.158,,0.23,,0.07,,0.4,,0.2
2013PN510457,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-08-20 12:36,WATER,TRIPLICATE SAMPLE - rep2,,8.8,,0.056,,0.86,,31.8,,0.004,L,0.001,,49.9,,0.005,,0.061,,0.003,,0.05,,0.103,,0.65,,0.005,,0.01,L,0.001,,225,,0.035,,0.039,,12.7,,2.35,,0.713,,1.23,,0.001,L,0.005,L,0.001,,1.11,,0.03,,0.08,,0.002,,112,L,0.01,,0.004,,0.011,,0.4,L,0.001,,0.153,,0.218,,0.067,,0.3,,0.1
2013PN510462,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-08-20 12:41,WATER,TRIPLICATE SAMPLE - rep3,,10.2,,0.078,,0.93,,33.8,,0.005,L,0.001,,54.1,,0.01,,0.066,,0.003,,0.04,,0.118,,0.62,,0.006,,0.01,L,0.001,,252,,0.035,,0.04,,13.4,,2.85,,0.819,,1.33,,0.002,L,0.005,L,0.001,,1.11,,0.03,,0.09,,0.001,,122,L,0.01,,0.004,,0.009,,0.4,L,0.001,,0.166,,0.234,,0.073,,0.6,,0.2
2013PN510484,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-09-19 13:43,WATER,DISCRETE SAMPLE,,15.3,,0.054,,0.67,,32.6,,0.009,L,0.001,,57.6,,0.003,,0.055,,0.004,,0.04,,0.098,,0.47,,0.006,L,0.01,L,0.001,,259,,0.032,,0.027,,13.6,,2.41,,0.655,,1.12,,0.003,L,0.005,,0.001,,1.06,,0.01,,0.08,L,0.001,,115,L,0.01,,0.004,,0.007,,0.6,L,0.001,,0.123,,0.165,,0.056,,0.2,,0.1
2013PN510525,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-10-17 11:30,WATER,DISCRETE SAMPLE,,47.4,,0.049,,0.71,,29.2,,0.009,,0.002,,52.2,,0.009,,0.172,,0.007,,0.09,,0.121,,0.67,,0.015,,0.01,,0.001,,545,,0.082,,0.072,,15.5,,5.34,,0.62,,1.42,,0.008,L,0.005,L,0.001,,0.882,,0.05,,0.09,,0.002,,128,L,0.01,,0.002,,0.014,,2.1,L,0.001,,0.196,,0.302,,0.157,,0.6,,0.3
2013PN510543,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-10-27 12:59,WATER,DISCRETE SAMPLE,,47.6,,0.054,,0.63,,27.2,,0.007,,0.001,,46.5,,0.005,,0.128,,0.007,,0.08,,0.121,,0.59,,0.015,L,0.01,L,0.001,,431,,0.067,,0.062,,12.8,,5.98,,0.605,,1.12,,0.006,L,0.005,L,0.001,,0.876,,0.05,,0.1,,0.001,,107,,0.01,,0.001,,0.009,,1.9,L,0.001,,0.144,,0.285,,0.113,,0.5,,0.3
2013PN510559,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2014-01-09 12:11,WATER,DISCRETE SAMPLE,,52.8,,0.068,,0.5,,38.8,,0.015,,0.001,,58.2,,0.006,,0.14,,0.009,,0.1,,0.103,,0.89,,0.017,,0.01,L,0.001,,240,,0.077,,0.065,,15.3,,5.52,,0.641,,1.64,,0.008,L,0.005,L,0.001,,1.03,,0.05,,0.12,,0.001,,132,L,0.01,,0.006,L,0.005,,1.5,,0.003,,0.175,,0.261,,0.13,,1.2,,0.3
2013PN510569,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2014-02-11 13:11,WATER,DISCRETE SAMPLE,,102,,0.091,,0.72,,53.6,,0.022,,0.005,,66.3,,0.018,,0.756,,0.033,,0.2,,0.759,,2.07,,0.044,,0.03,,0.001,,470,,0.332,,0.314,,16.7,,794,,0.658,,3.59,,0.004,L,0.005,L,0.001,,2.73,,0.01,,0.15,,0.003,,164,L,0.01,,0.01,L,0.005,,2,,0.003,,0.202,,0.63,,0.378,,2.8,,0.8
2013PN510591,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2014-03-17 17:19,WATER,DISCRETE SAMPLE,,12,,0.067,,0.48,,40,,0.006,,0.001,,63.2,,0.009,,0.096,,0.005,,0.06,,0.091,,0.71,,0.006,,0.01,L,0.001,,173,,0.054,,0.042,,15.6,,5.09,,0.655,,1.45,L,0.001,L,0.005,L,0.001,,0.945,,0.01,,0.09,,0.001,,124,,0.01,,0.004,,0.007,,0.3,,0.011,,0.161,,0.161,,0.099,,0.7,,0.2
2014PN510104,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2014-04-03 13:15,WATER,DISCRETE SAMPLE,,11.2,,0.068,,0.61,,37.9,,0.005,L,0.001,,78.5,,0.018,,0.074,,0.003,,0.07,,0.07,,0.69,,0.004,,0.01,L,0.001,,166,,0.055,,0.033,,15.4,,2.35,,0.678,,1.34,L,0.001,L,0.005,L,0.001,,0.937,,0.02,,0.14,L,0.001,,124,L,0.01,,0.003,,0.015,,0.5,,0.001,,0.139,,0.182,,0.105,,0.7,,0.1
2014PN510118,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2014-04-07 13:35,WATER,DISCRETE SAMPLE,,15.8,,0.07,,0.52,,35.8,,0.006,L,0.001,,56,,0.008,,0.096,,0.005,,0.14,,0.131,,1.15,,0.008,,0.01,L,0.001,,127,,0.053,,0.046,,13.6,,9.64,,0.644,,1.64,L,0.001,L,0.005,L,0.001,,1.02,,0.01,,0.11,L,0.001,,118,L,0.01,,0.004,,0.005,,0.3,,0.047,,0.153,,0.217,,0.095,,1.6,,0.2
2014PN510125,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2014-04-12 12:00,WATER,DISCRETE SAMPLE,,48.9,,0.067,,0.65,,37.1,,0.009,,0.001,,66.7,,0.005,,0.257,,0.011,,0.12,,0.115,,0.92,,0.017,,0.02,L,0.001,,513,,0.133,,0.121,,15.6,,4.84,,0.599,,1.66,L,0.001,L,0.005,L,0.001,,1.59,,0.02,,0.1,,0.002,,133,L,0.01,,0.003,L,0.005,,0.9,,0.011,,0.187,,0.347,,0.175,,1.5,,0.3
