CODE,DECIMALS,ABBREV,FULL_NAME,UNITS,NARR,National_VMV_Code
530,4,DCB12-WW,"1,2-DICHLOROBENZENE-WHOLE WATER",NG/L,"20-50L Whule water sample is extracted unbuard ship by Goulden Large Volume Extractor. After concentration, DCM extract is cleaned and fractionated on silica-gel column-2 fractions, concentrated to a final volume of 1mL in iso-octane. Both fractions analyzed by GC. In 1986 - 1990, 37L processed on Erie and Ontario, 55L on Superior and Huron. Analysis performed by NLET; detection limit 0.58 ng/L.",96282
531,4,DCB13-WW,"1,3-DICHLOROBENZENE-WHOLE WATER",NG/L,"20-50L Whule water sample is extracted unbuard ship by Goulden Large Volume Extractor. After concentration, DCM extract is cleaned and fractionated on silica-gel column-2 fractions, concentrated to a final volume of 1mL in iso-octane. Both fractions analyzed by GC. In 1986 - 1990, 37L processed on Erie and Ontario, 55L on Superior and Huron. Analysis performed by NLET; detection limit 0.3 ng/L.",96288
532,4,DCB14-WW,"1,4-DICHLOROBENZENE-WHOLE WATER",NG/L,"20-50L Whule water sample is extracted unbuard ship by Goulden Large Volume Extractor. After concentration, DCM extract is cleaned and fractionated on silica-gel column-2 fractions, concentrated to a final volume of 1mL in iso-octane. Both fractions analyzed by GC. In 1986 - 1990, 37L processed on Erie and Ontario, 55L on Superior and Huron. Analysis performed by NLET; detection limit 0.51 ng/L.",96281
533,4,TCB135-W,"1,3,5-TRICHLOROBENZENE-WHOLE WATER",NG/L,"20-50L Whule water sample is extracted unbuard ship by Goulden Large Volume Extractor. After concentration, DCM extract is cleaned and fractionated on silica-gel column-2 fractions, concentrated to a final volume of 1mL in iso-octane. Both fractions analyzed by GC. In 1986 - 1990, 37L processed on Erie and Ontario, 55L on Superior and Huron. Analysis performed by NLET; detection limit 0.02 ng/L.",96283
534,4,TCB124-W,"1,2,4-TRICHLOROBENZENE-WHOLE WATER",NG/L,"20-50L Whule water sample is extracted unbuard ship by Goulden Large Volume Extractor. After concentration, DCM extract is cleaned and fractionated on silica-gel column-2 fractions, concentrated to a final volume of 1mL in iso-octane. Both fractions analyzed by GC. In 1986 - 1990, 37L processed on Erie and Ontario, 55L on Superior and Huron. Analysis performed by NLET; detection limit 0.24 ng/L.",96284
535,4,TCB123-W,"1,2,3,-TRICHLOROBENZENE-WHOLE WATER",NG/L,"20-50L Whule water sample is extracted unbuard ship by Goulden Large Volume Extractor. After concentration, DCM extract is cleaned and fractionated on silica-gel column-2 fractions, concentrated to a final volume of 1mL in iso-octane. Both fractions analyzed by GC. In 1986 - 1990, 37L processed on Erie and Ontario, 55L on Superior and Huron. Analysis performed by NLET; detection limit 0.09 ng/L.",96285
536,4,TECB-WW,"1,2,3,4-TETRACHLOROBENZENE-WHOLE WATER",NG/L,"20-50L Whule water sample is extracted unbuard ship by Goulden Large Volume Extractor. After concentration, DCM extract is cleaned and fractionated on silica-gel column-2 fractions, concentrated to a final volume of 1mL in iso-octane. Both fractions analyzed by GC. In 1986 - 1990, 37L processed on Erie and Ontario, 55L on Superior and Huron. Analysis performed by NLET; detection limit 0.09 ng/L.",96286
537,4,QCB-WW,PENTACHLOROBENZENE-WHOLE WATER,NG/L,"20-50L Whule water sample is extracted unbuard ship by Goulden Large Volume Extractor. After concentration, DCM extract is cleaned and fractionated on silica-gel column-2 fractions, concentrated to a final volume of 1mL in iso-octane. Both fractions analyzed by GC. In 1986 - 1990, 37L processed on Erie and Ontario, 55L on Superior and Huron. Analysis performed by NLET; detection limit of 0.04 ng/L.",96287
538,4,HCB-WW,HEXACHLOROBENZENE-WHOLE WATER,NG/L,"20-50L Whole water sample is extracted onboard ship by Goulden Large Volume Extractor. After concentration, DCM extract is cleaned and fractionated on silica-gel column-2 fractions, concentrated to a final volume of 1mL in iso-octane. Both fractions analyzed by GC. In 1986 - 1990, 37L processed on Erie and Ontario, 55L on Superior and Huron. Analysis performed by NLET; detection limit 0.04 ng/L.",96001
539,0,INDENE,INDENE,NG/G,"SEDIMENT SAMPLE IS EXTRACTED USING ULTRASONIC EQUIPMENT WITH A MIXTURE OF ACETONE AND HEXANE, WHICH IS THEN BACK EXTRACTED WITH DICHLOROMETHANE. THE EXTRACT IS CONCENTRATED, CLEANED AND FRACTIONATED ON SILICA GEL COLUMN. FRACTIONS A AND B ARE COLLECTED,CONCENTRATED AND THEN COMBINED. COMBINED EXTRACTS ARE ANALYZED USING GC-MSD.",
540,0,1234THNP,"1,2,3,4-TETRAHYDRONAPHTHALENE",NG/G,"SEDIMENT SAMPLE IS EXTRACTED USING ULTRASONIC EQUIPMENT WITH A MIXTURE OF ACETONE AND HEXANE, WHICH IS THEN BACK EXTRACTED WITH DICHLOROMETHANE. THE EXTRACT IS CONCENTRATED, CLEANED AND FRACTIONATED ON SILICA GEL COLUMN. FRACTIONS A AND B ARE COLLECTED,CONCENTRATED AND THEN COMBINED. COMBINED EXTRACTS ARE ANALYZED USING GC-MSD.",
541,0,2-MTHNPH,2-METHYINAPHTHALENE,NG/G,"SEDIMENT SAMPLE IS EXTRACTED USING ULTRASONIC EQUIPMENT WITH A MIXTURE OF ACETONE AND HEXANE, WHICH IS THEN BACK EXTRACTED WITH DICHLOROMETHANE. THE EXTRACT IS CONCENTRATED, CLEANED AND FRACTIONATED ON SILICA GEL COLUMN. FRACTIONS A AND B ARE COLLECTED,CONCENTRATED AND THEN COMBINED. COMBINED EXTRACTS ARE ANALYZED USING GC-MSD.",
542,0,1-MTHNPH,1-METHLNAPHTHALENE,NG/G,"SEDIMENT SAMPLE IS EXTRACTED USING ULTRASONIC EQUIPMENT WITH A MIXTURE OF ACETONE AND HEXANE, WHICH IS THEN BACK EXTRACTED WITH DICHLOROMETHANE. THE EXTRACT IS CONCENTRATED, CLEANED AND FRACTIONATED ON SILICA GEL COLUMN. FRACTIONS A AND B ARE COLLECTED,CONCENTRATED AND THEN COMBINED. COMBINED EXTRACTS ARE ANALYZED USING GC-MSD.",
543,0,2-CLNPHT,2-CHLORONAPHTHALENE,NG/G,"SEDIMENT SAMPLE IS EXTRACTED USING ULTRASONIC EQUIPMENT WITH A MIXTURE OF ACETONE AND HEXANE, WHICH IS THEN BACK EXTRACTED WITH DICHLOROMETHANE. THE EXTRACT IS CONCENTRATED, CLEANED AND FRACTIONATED ON SILICA GEL COLUMN. FRACTIONS A AND B ARE COLLECTED,CONCENTRATED AND THEN COMBINED. COMBINED EXTRACTS ARE ANALYZED USING GC-MSD.",
544,0,ACENPHYL,ACENAPHTHYLENE,NG/G,"SEDIMENT SAMPLE IS EXTRACTED USING ULTRASONIC EQUIPMENT WITH A MIXTURE OF ACETONE AND HEXANE, WHICH IS THEN BACK EXTRACTED WITH DICHLOROMETHANE. THE EXTRACT IS CONCENTRATED, CLEANED AND FRACTIONATED ON SILICA GEL COLUMN. FRACTIONS A AND B ARE COLLECTED,CONCENTRATED AND THEN COMBINED. COMBINED EXTRACTS ARE ANALYZED USING GC-MSD.",
545,0,ACENPHTH,ACENAPHTHENE,NG/G,"SEDIMENT SAMPLE IS EXTRACTED USING ULTRASONIC EQUIPMENT WITH A MIXTURE OF ACETONE AND HEXANE, WHICH IS THEN BACK EXTRACTED WITH DICHLOROMETHANE. THE EXTRACT IS CONCENTRATED, CLEANED AND FRACTIONATED ON SILICA GEL COLUMN. FRACTIONS A AND B ARE COLLECTED,CONCENTRATED AND THEN COMBINED. COMBINED EXTRACTS ARE ANALYZED USING GC-MSD.",
546,0,FLUORENE,FLUORENE,NG/G,"SEDIMENT SAMPLE IS EXTRACTED USING ULTRASONIC EQUIPMENT WITH A MIXTURE OF ACETONE AND HEXANE, WHICH IS THEN BACK EXTRACTED WITH DICHLOROMETHANE. THE EXTRACT IS CONCENTRATED, CLEANED AND FRACTIONATED ON SILICA GEL COLUMN. FRACTIONS A AND B ARE COLLECTED,CONCENTRATED AND THEN COMBINED. COMBINED EXTRACTS ARE ANALYZED USING GC-MSD.",
547,0,PHNANTHR,PHENANTHRENE,NG/G,"SEDIMENT SAMPLE IS EXTRACTED USING ULTRASONIC EQUIPMENT WITH A MIXTURE OF ACETONE AND HEXANE, WHICH IS THEN BACK EXTRACTED WITH DICHLOROMETHANE. THE EXTRACT IS CONCENTRATED, CLEANED AND FRACTIONATED ON SILICA GEL COLUMN. FRACTIONS A AND B ARE COLLECTED,CONCENTRATED AND THEN COMBINED. COMBINED EXTRACTS ARE ANALYZED USING GC-MSD.",
548,0,PYRENE,PYRENE,NG/G,"SEDIMENT SAMPLE IS EXTRACTED USING ULTRASONIC EQUIPMENT WITH A MIXTURE OF ACETONE AND HEXANE, WHICH IS THEN BACK EXTRACTED WITH DICHLOROMETHANE. THE EXTRACT IS CONCENTRATED, CLEANED AND FRACTIONATED ON SILICA GEL COLUMN. FRACTIONS A AND B ARE COLLECTED,CONCENTRATED AND THEN COMBINED. COMBINED EXTRACTS ARE ANALYZED USING GC-MSD.",
549,1,24-DB,"4-(2,4-DICHLOROPHENOXY)-BUTYRIC ACID",NG/L,"SAMPLES (LARGE VOLUME) ARE ACIDIFIED THEN EXTRACTED IN THE FIELD UTILIZING A GOULDEN LARGE VOLUME EXTRACTOR USING DICHLOROMETHANE. THE EXTRACTS ARE RETURNED TO THE LABORATORY TO BE DERIVATIZED WITH PENTAFLUOROBENZYL BROMIDE (PFBBR) TO THE CORRESPONDING ESTER, CLEANED UP AND THEN ANALYSED BY DUAL CAPILLARY GAS CHROMATOGRAPHY/ELECTRON CAPTURE DETECTION (GC/ECD) FOR 11 ACID HERBICIDES.",96951
550,1,PCB-1254,POLYCHLORINATED BIPHENYL-AROCLOR 1254,PPM,"QUANTITATED TO 0.1 PPM BY GAS CHROMATOGRAPHY AS AROCLOR 1254. REF: ANALYTICAL METHODS MANUAL, W.Q.B., I.W.D., OTTAWA 1979",
551,1,PCB-1260,POLYCHLORINATED BIPHENYL-AROCLOR 1260,PPM,"QUANTITATED TO 0.1 PPM BY GAS CHROMATOGRAPHY AS AROCLOR 1260. REF: ANALYTICAL METHODS MANUAL, W.Q.B., I.W.D., OTTAWA 1979",
552,1,T PCB,POLYCHLORINATED BIPHENYL (TOTAL),PPM,QUANTIATED TO 0.1 PPM IN WATER-RELATED SUBSTRATES BY GAS CHROMATO- GRAPHY USING A MODIFIED WEBB PROCEDURE FOR CALCULATION. 20-50 LITRE,
553,1,BROMOXNL,BROMOXYNIL,NG/L,"SAMPLES (LARGE VOLUME) ARE ACIDIFIED THEN EXTRACTED IN THE FIELD UTILIZING A GOULDEN LARGE VOLUME EXTRACTOR USING DICHLOROMETHANE. THE EXTRACTS ARE RETURNED TO THE LABORATORY TO BE DERIVATIZED WITH PENTAFLUOROBENZYL BROMIDE (PFBBR) TO THE CORRESPONDING ESTER, CLEANED UP AND THE ANALYSED BY DUAL CAPILLARY GAS CHROMATOGRAPHY/ELECTRON CAPTURE DETECTION (GC/ECD) FOR 11 ACID HERBICIDES.",96946
554,0,13-DBB,"1,3-DIBROMOBENZENE",PERCENT,"WATER SAMPLE IS EXTRACTED BY LARGE VOLUME EXTRACTOR,WHICH IS CONCENTRATED, CLEANED UP AND FRACTIONATED ON SILICA GEL COLUMN. FRACTIONS A AND B ARE ANALYZED USING GC-ECD FOR DIFFERENT COMPOUNDS IN THE EXTRACT (SURROGATE).",96250
555,0,135-TRBB,"1,3,5-TRIBROMOBENZENE",PERCENT,"WATER SAMPLE IS EXTRACTED BY LARGE VOLUME EXTRACTOR, WHICH IS CONCENTRATED, CLEANED UP AND FRACTIONATED ON SILICA GEL COLUMN. FRACTIONS A AND B ARE ANALYZED USING GC-ECD FOR DIFFERENT COMPOUNDS IN THE EXTRACT (SURROGATE).",96251
556,0,1245-TBB,"1,2,4,5-TETRABROMOBENZENE",PERCENT,"WATER SAMPLE IS EXTRACTED BY LARGE VOLUME EXTRACTOR, WHICH IS CONCENTRATED, CLEANED UP AND FRACTIONATED ON SILICA GEL COLUMN. FRACTIONS A AND B ARE ANALYZED USING GC-ECD FOR DIFFERENT COMPOUNDS IN THE EXTRACT (SURROGATE).",96252
557,0,2356TCBP,"2,3,5,6-TETRACHLOROBIPHENYL",PERCENT,"WATER SAMPLE IS EXTRACTED BY LARGE VOLUME EXTRACTOR, WHICH IS CONCENTRATED, CLEANED UP AND FRACTIONATED ON SILICA GEL COLUMN. FRACTIONS A AND B ARE ANALYZED USING GC-ECD FOR DIFFERENT COMPOUNDS IN THE EXTRACT (SURROGATE).",96253
558,0,D-BHC,DELTA BHC,PERCENT,"WATER SAMPLE IS EXTRACTED BY LARGE VOLUME EXTRACTOR, WHICH IS CONCENTRATED, CLEANED UP AND FRACTIONATED ON SILICA GEL COLUMN. FRACTIONS A AND B ARE ANALYZED USING GC-ECD FOR DIFFERENT COMPOUNDS IN THE EXTRACT (SURROGATE).",96254
559,0,END-KETO,ENDRIN KETONE,PERCENT,"WATER SAMPLE IS EXTRACTED BY LARGE VOLUME EXTRACTOR, WHICH IS CONCENTRATED, CLEANED AND FRACTIONATED ON SILICA GEL COLUMN. FRACTIONS A AND B ARE ANALYZED USING GC-ECD FOR DIFFERENT COMPOUNDS IN THE EXTRACT (SURROGATE).",96255
560,1,13-DCB,"1,3-DICHLOROBENZENE",NG/G,"SEDIMENT SAMPLE IS EXTRACTED WITH A MIXTURE OF ACETONE AND HEXANE USING ULTRASONIC EXTRACTOR WHICH IS THEN BACK EXTRACTED WITH DICHLOROMETHANE. THE EXTRACT IS CONCENTRATED, CLEANED AND FRACTIONATED ON SILICA GEL COLUMN. FRACTIONS A AND B ARE COLLECTED BY HEXANE AND HEXANE-DICHLOROMETHANE MIXTURE RESPECTIVELY. FRACTION A IS ANALYZED USING GC-ECD.",
561,1,14-DCB,"1,4-DICHLOROBENZENE",NG/G,"SEDIMENT SAMPLE IS EXTRACTED WITH A MIXTURE OF ACETONE AND HEXANE USING ULTRASONIC EXTRACTOR WHICH IS THEN BACK EXTRACTED WITH DICHLOROMETHANE. THE EXTRACT IS CONCENTRATED, CLEANED AND FRACTIONATED ON SILICA GEL COLUMN. FRACTIONS A AND B ARE COLLECTED BY HEXANE AND HEXANE-DICHLOROMETHANE MIXTURE RESPECTIVELY. FRACTION A IS ANALYZED USING GC-ECD.",
562,1,12-DCB,"1,2-DICHLOROBENZENE",NG/G,"SEDIMENT SAMPLE IS EXTRACTED WITH A MIXTURE OF ACETONE AND HEXANE USING ULTRASONIC EXTRACTOR WHICH IS THEN BACK EXTRACTED WITH DICHLOROMETHANE. THE EXTRACT IS CONCENTRATED, CLEANED AND FRACTIONATED ON SILICA GEL COLUMN. FRACTIONS A AND B ARE COLLECTED BY HEXANE AND HEXANE-DICHLOROMETHANE MIXTURE RESPECTIVELY. FRACTION A IS ANALYZED USING GC-ECD.",
563,1,135-TCB,"1,3,5-TRICHLOROBENZENE",PERCENT,"SEDIMENT SAMPLE IS EXTRACTED WITH A MIXTURE OF ACETONE AND HEXANE USING ULTRASONIC EXTRACTOR WHICH IS THEN BACK EXTRACTED WITH DICHLOROMETHANE. THE EXTRACT IS CONCENTRATED, CLEANED AND FRACTIONATED ON SILICA GEL COLUMN. FRACTIONS A AND B ARE COLLECTED BY HEXANE AND HEXANE-DICHLOROMETHANE MIXTURE RESPECTIVELY. FRACTIONA IS ANALYZED USING GC-ECD.",
564,1,124-TCB,"1,2,4-TRICHLOROBENZENE",NG/G,"SEDIMENT SAMPLE IS EXTRACTED WITH A MIXTURE OF ACETONE AND HEXANE USING ULTRASONIC EXTRACTOR WHICH IS THEN BACK EXTRACTED WITH DICHLOROMETHANE. THE EXTRACT IS CONCENTRATED, CLEANED AND FRACTIONATED ON SILICA GEL COLUMN. FRACTIONS A AND B ARE COLLECTED BY HEXANE AND HEXANE-DICHLOROMETHANE MIXTURE RESPECTIVELY. FRACTION A IS ANALYZED USING GC-ECD.",
565,1,123-TCB,"1,2,3-TRICHLOROBENZENE",NG/G,"SEDIMENT SAMPLE IS EXTRACTED WITH A MIXTURE OF ACETONE AND HEXANE USING ULTRASONIC EXTRACTOR WHICH IS THEN BACK EXTRACTED WITH DICHLOROMETHANE. THE EXTRACT IS CONCENTRATED, CLEANED AND FRACTIONATED ON SILICA GEL COLUMN. FRACTIONS A AND B ARE COLLECTED BY HEXANE AND HEXANE-DICHLOROMETHANE MIXTURE RESPECTIVELY. FRACTION A IS ANALYZED USING GC-ECD.",
566,1,1234TTCB,"1,2,3,5-TETRACHLOROBENZENE",NG/G,"SEDIMENT SAMPLE IS EXTRACTED WITH A MIXTURE OF ACETONE AND HEXANE USING ULTRASONIC EXTRACTOR WHICH IS THEN BACK EXTRACTED WITH DICHLOROMETHANE. THE EXTRACT IS CONCENTRATED, CLEANED AND FRACTIONATED ON SILICA GEL COLUMN. FRACTIONS A AND B ARE COLLECTED BY HEXANE AND HEXANE-DICHLOROMETHANE MIXTURE RESPECTIVLEY. FRACTION A IS ANALYZED USING GC-ECD.",
567,1,P5CH,PENTACHLOROBENZENE,NG/G,"SEDIMENT SAMPLE IS EXTRACTED WITH A MIXTURE OF ACETONE AND HEXANE USING ULTRASONIC EXTRACTOR WHICH IS THEN BACK EXTRACTED WITH DICHLOROMETHANE. THE EXTRACT IS CONCENTRATED, CLEANED AND FRACTIONATED ON SILICA GEL COLUMN. FRACTIONS A AND B ARE COLLECTED BY HEXANE AND HEXANE-DICHLOROMETHANE MIXTURE RESPECTIVELY. FRACTION A IS ANALYZED USING GC-ECD.",
568,1,HXB,HEXACHLOROBENZENE,NG/G,"SEDIMENT SAMPLE IS EXTRACTED WITH A MIXTURE OF ACETONE AND HEXANE USING ULTRASONIC EXTRACTOR WHICH IS THEN BACK EXTRACTED WITH DICHLOROMETHANE. THE EXTRACT IS CONCENTRATED, CLEANED AND FRACTIONATED ON SILICA GEL COLUMN. FRACTIONS A AND B ARE COLLECTED BY HEXANE AND HEXANE-DICHLOROMETHANE MIXTURE RESPECTIVELY. FRACTION A IS ANALYZED USING GC-ECD.",
569,1,HEP,HEPTACHLOR,NG/G,"SEDIMENT SAMPLE IS EXTRACTED WITH A MIXTURE OF ACETONE AND HEXANE USING ULTRASONIC EXTRACTOR WHICH IS THEN BACK EXTRACTED WITH DICHLOROMETHANE. THE EXTRACT IS CONCENTRATED, CLEANED AND FRACTIONATED ON SILICA GEL COLUMN. FRACTIONS A AND B ARE COLLECTED BY HEXANE AND HEXANE-DICHLOROMETHANE MIXTURE RESPECTIVELY. FRACTION A IS ANALYZED USING GC-ECD.",
570,1,INDENE-W,INDENE-WHOLE WATER,NG/L,"20-50L Whule water sample is extracted unbuard ship by Goulden Large Volume Extractor. After concentration, DCM extract is cleaned and fractionated on silica-gel column-2 fractions, concentrated to a final volume of 1mL in iso-octane. Both fractions analyzed by GC. In 1986 - 1990, 37L processed on Erie and Ontario, 55L on Superior and Huron. Analysis performed by NLET; detection limit 0.2 ng/L.",96270
571,2,THNP1234,"1,2,3,4-TETRAHYDRONAPHTHALENE-WHOLE WAT",NG/L,"20-50L Whule water sample is extracted unbuard ship by Goulden Large Volume Extractor. After concentration, DCM extract is cleaned and fractionated on silica-gel column-2 fractions, concentrated to a final volume of 1mL in iso-octane. Both fractions analyzed by GC. In 1986 - 1990, 37L processed on Erie and Ontario, 55L on Superior and Huron. Analysis performed by NLET; detection limit 0.25 ng/L.",96271
572,2,MTHNP2-W,METHYLNAPHTHALENE-2-WHOLE WATER,NG/L,"20-50L Whule water sample is extracted unbuard ship by Goulden Large Volume Extractor. After concentration, DCM extract is cleaned and fractionated on silica-gel column-2 fractions, concentrated to a final volume of 1mL in iso-octane. Both fractions analyzed by GC. In 1986 - 1990, 37L processed on Erie and Ontario, 55L on Superior and Huron. Analysis performed by NLET; detection limit 0.26 ng/L.",96272
573,2,MTHNP1-W,METHYLNAPHTHALENE-1-WHOLE WATER,NG/L,"20-50L Whule water sample is extracted unbuard ship by Goulden Large Volume Extractor. After concentration, DCM extract is cleaned and fractionated on silica-gel column-2 fractions, concentrated to a final volume of 1mL in iso-octane. Both fractions analyzed by GC. In 1986 - 1990, 37L processed on Erie and Ontario, 55L on Superior and Huron. Analysis performed by NLET; detection limit 0.28 ng/L.",96273
574,2,BCLNPHT,2-CHLORONAPHTHALENE-WHOLE WATER,NG/L,"20-50L Whule water sample is extracted unbuard ship by Goulden Large Volume Extractor. After concentration, DCM extract is cleaned and fractionated on silica-gel column-2 fractions, concentrated to a final volume of 1mL in iso-octane. Both fractions analyzed by GC. In 1986 - 1990, 37L processed on Erie and Ontario, 55L on Superior and Huron. Analysis performed by NLET; detection limit 0.47 ng/L.",96274
575,2,ACENPHY,ACENAPHTHYLENE-WHOLE WATER,NG/L,"20-50L Whole water sample is extracted onboard ship by Goulden Large Volume Extractor. After concentration, DCM extract is cleaned and fractionated on silica-gel column-2 fractions, concentrated to a final volume of 1mL in iso-octane. Both fractions analyzed by GC. In 1986 - 1990, 37L processed on Erie and Ontario, 55L on Superior and Huron. Analysis performed by NLET; detection limit 0.19 ng/L.",96275
576,1,ACENPHT,ACENAPHTHENE-WHOLE WATER,NG/L,"20-50L Whule water sample is extracted unbuard ship by Goulden Large Volume Extractor. After concentration, DCM extract is cleaned and fractionated on silica-gel column-1 fractions, concentrated to a final volume of 1 mL in iso-octane. Both fractions analyzed by GC. In 1986 - 1990, 37L processed on Erie and Ontario, 55L on Superior and Huron. Analysis performed by NLET; detection limit 0.3 ng/L.",96276
577,2,FLUORE,FLUORENE-WHOLE WATER,NG/L,"20-50L Whule water sample is extracted unbuard ship by Goulden Large Volume Extractor. After concentration, DCM extract is cleaned and fractionated on silica-gel column-2 fractions, concentrated to a final volume of 1mL in iso-octane. Both fractions analyzed by GC. In 1986 - 1990, 37L processed on Erie and Ontario, 55L on Superior and Huron. Analysis performed by NLET; detection limit 0.19 ng/L.",96277
578,2,PHNAN-WW,PHENANTHRENE-WHOLE WATER,NG/L,"20-50L Whule water sample is extracted unbuard ship by Goulden Large Volume Extractor. After concentration, DCM extract is cleaned and fractionated on silica-gel column-2 fractions, concentrated to a final volume of 1mL in iso-octane. Both fractions analyzed by GC. In 1986 - 1990, 37L processed on Erie and Ontario, 55L on Superior and Huron. Analysis performed by NLET; detection limit 0.13 ng/L.",96278
579,2,PYRENE-W,PYRENE-WHOLE WATER,NG/L,"20-50L Whule water sample is extracted unbuard ship by Goulden Large Volume Extractor. After concentration, DCM extract is cleaned and fractionated on silica-gel column-2 fractions, concentrated to a final volume of 1mL in iso-octane. Both fractions analyzed by GC. In 1986 - 1990, 37L processed on Erie and Ontario, 55L on Superior and Huron. Analysis performed by NLET; detection limit 0.32 ng/L.",96202
580,2,FLO-WW,FLUORANTHENE-WHOLE WATER,NG/L,"20-50L Whule water samples is extracted unbuard ship by Goulden Large Volume Extractor. After concentration, DCM extract is cleaned and fractionated on silica-gel column-2 fractions, concentrated to a final volume of 1mL in iso-octane. Both fractions analyzed by GC. In 1986 - 1990, 37L processed on Erie and Ontario, 55L on Superior and Huron. Analysis performed by NLET; detection limit 0.35 ng/L.",96201
581,2,B(BK)FL,BENZO(B/K)FLUORANTHENE-WHOLE WATER,NG/L,"20-50L Whule water samples is extracted unbuard ship by Goulden Large Volume Extractor. After concentration, DCM extract is cleaned and fractionated on silica-gel column-2 fractions, concentrated to a final volume of 1mL in iso-octane. Both fractions analyzed by GC. In 1986 - 1990, 37L processed on Erie and Ontario, 55L on Superior and Huron. Analysis performed by NLET; detection limit 0.49 ng/L.",2672
582,1,ALD,ALDRIN,NG/G,"SEDIMENT SAMPLE IS EXTRACTED WITH A MIXTURE OF ACETONE AND HEXANE USING ULTRASONIC EXTRACTOR WHICH IS THEN BACK EXTRACTED WITH DICHLOROMETHANE. THE EXTRACT IS CONCENTRATED, CLEANED AND FRACTIONATED ON SILICA GEL COLUMN. FRACTIONS A AND B ARE COLLECTED BY HEXANE AND HEXANE-DICHLOROMETHANE MIXTURE RESPECTIVELY. FRACTION A IS ANALYZED USING GC-ECD.",
583,2,BFJ-WW,BENZO(A)PYRENE-WHOLE WATER,NG/L,"20-50L Whule water sample is extracted unbuard ship by Goulden Large Volume Extractor. After concentration, DCM extract is cleaned and fractionated on silica-gel column-2 fractions, concentrated to a final volume of 1mL in iso-octane. Both fractions analyzed by GC. In 1986 - 1990, 37L processed on Erie and Ontario, 55L on Superior and Huron. Analysis performed by NLET; detection limit 0.46 ng/L.",96209
584,2,IDPY-WW,INDENO(123-CD)PYRENE-WHOLE WATER,NG/L,"20-50L Whule water sample iss extracted unbuard ship by Goulden Large Volume Extractor. After concentration, DCM extract is cleaned and fractionated on silica-gel column-2 fractions, concentrated to a final volume of 1mL in iso-octane. Both fractions analyzed by GC. In 1986 - 1990, 37L processed on Erie and Ontario, 55L on Superior and Huron. Analysis performed by NLET; detection limit 0.26 ng/L.",96279
585,2,BFH-WW,BENZO(GHI)PERYLENE-WHOLE WATER,NG/L,"20-50L Whule water sample is extracted unbuard ship by Goulden Large Volume Extractor. After concentration, DCM extract is cleaned and fractionated on silica-gel column-2 fractions, concentrated to a final volume of 1mL in iso-octane. Both fractions analyzed by GC. In 1986 - 1990, 37L processed on Erie and Ontario, 55L on Superior and Huron. Analysis performed by NLET; detection limit 0.23 ng/L.",96280
586,2,BFA-D,BENZO(A)ANTHRACENE-DISSOLVED PHASE,NG/L,"USING WESTFALIA CENTRIFUGE, EXTRACTED CENTRIFUGATE ONBOARD SHIP USING OSING WESTFALIA CENTRIFOGE, EXTRACTED CENTRIFOGATE UNBUARD SHIP OSING IN 1996 AND 1997(LAKE SUPERIOR),100L OF WATER PROCESSED. ANALYSIS PERFORMED BY NOVAMANN(SHRADER METHOD),USING GC/ECD & GC/MSD;DETECTION LIMIT 0.12 NG/L.",102589
587,1,CMC-D,CHRYSENE/TRIPHENYLENE-DISSOLVED PHASE,NG/L,"USING WESTFALIA CENTRIFUGE, EXTRACTED CENTRIFUGATE ONBOARD SHIP USING OSING WESTFALIA CENTRIFOGE, EXTRACTED CENTRIFOGATE UNBUARD SHIP OSING IN 1996 AND 1997(LAKE SUPERIOR),100L OF WATER PROCESSED. ANALYSIS PERFORMED BY NOVAMANN(SHRADER METHOD),USING GC/ECD & GC/MSD; DETECTION LIMIT 0.10 NG/L.",102605
