Hydstra code,Long name,Name,Analysis method (Short name),Unit short name
15875,Tris(2-chloroethyl) phosphate (TCEP),1967_00_00_01_02,4471,WISKI_PGG
15873,Tripropyl phosphate (TPrP),1968_00_00_01_02,4471,WISKI_PGG
15283,Tripropyl phosphate (TPrP),1968_00_00_01_02,846,WISKI_NGG
15284,Tris(2-chloroisopropyl) phosphate (TCPP),1969_00_00_01_02,846,WISKI_NGG
15876,Tris(2-chloroisopropyl) phosphate (TCPP),1969_00_00_01_02,4471,WISKI_PGG
15285,Tetrakis(2-chloroethyl)dichloroisopentyldiphosphate (V6),1970_00_00_01_02,846,WISKI_NGG
15286,"Tris(1,3-dichloro-2-propyl) phosphate (TDCPP)",1971_00_00_01_02,846,WISKI_NGG
15879,"Tris(1,3-dichloro-2-propyl) phosphate (TDCPP)",1971_00_00_01_02,4471,WISKI_PGG
15886,Triphenyl phosphate (TPP),1985_00_00_01_02,4471,WISKI_PGG
15287,Triphenyl phosphate (TPP),1985_00_00_01_02,846,WISKI_NGG
15288,"Tris(2,3-dibromopropyl) phosphate (TDBPP)",1972_00_00_01_02,846,WISKI_NGG
15289,Tributyl phosphate (TBP),1973_00_00_01_02,846,WISKI_NGG
15874,Tributyl phosphate (TBP),1973_00_00_01_02,4471,WISKI_PGG
15880,Tris(2-butoxyethyl) phosphate (TBEP),1974_00_00_01_02,4471,WISKI_PGG
15290,Tris(2-butoxyethyl) phosphate (TBEP),1974_00_00_01_02,846,WISKI_NGG
15291,Tricresyl phosphate (TCrP),1975_00_00_01_02,846,WISKI_NGG
15292,2-Ethylhexyl-diphenyl phosphate (EHDPP),1976_00_00_01_02,846,WISKI_NGG
15881,2-Ethylhexyl-diphenyl phosphate (EHDPP),1976_00_00_01_02,4471,WISKI_PGG
15882,Tris(2-ethylhexyl) phosphate (TEHP),1977_00_00_01_02,4471,WISKI_PGG
15293,Tris(2-ethylhexyl) phosphate (TEHP),1977_00_00_01_02,846,WISKI_NGG
15294,Triethyl phosphate-D15 (d15-TEP),1978_00_00_01_01,846,PERC
15295,Tris(2-chloroethyl) phosphate-D12 (d12-TCEP),1979_00_00_01_01,846,PERC
15296,Tripropyl phosphate-D21 (d21-TPrP),1980_00_00_01_01,846,PERC
15297,Tris(2-chloroisopropyl) phosphate-D18 (d18-TCPP),1981_00_00_01_01,846,PERC
15298,"Tris(1,3-dichloro-2-propyl) phosphate-D15 (d15-TDCPP)",1982_00_00_01_01,846,PERC
15299,Triphenyl phosphate-13C18 (13C18-TPP),1983_00_00_01_01,846,PERC
15300,Tributyl phosphate-D27 (d27-TBP),1984_00_00_01_01,846,PERC
15301,Phosphorus total inorganic,719_00_00_00_14,559,MGL
15313,Phosphate total inorganic,699_00_00_00_14,554,MGL
15314,Phosphate total inorganic,699_00_00_00_14,555,MGL
15353,Phosphate dissolved inorganic,697_00_00_00_14,558d1,MGL
15356,Phosphate dissolved inorganic,697_00_00_00_14,559,MGL
15363,Phosphate dissolved inorganic,697_00_00_00_14,558d2,MGL
15364,Phosphate dissolved inorganic,697_00_00_00_14,561,MGL
15403,Phosphate total,704_00_00_00_14,564,MGL
15416,Phosphate total,704_00_00_00_14,577,MGL
15408,Phosphate total,704_00_00_00_14,538,MGL
15453,Phosphate dissolved,696_00_00_00_14,564,MGL
15463,Phosphorus total filtered,732_00_00_00_14,564,MGL
15752,Tritium,4780_00_00_00_07,4221,BL
15531,Tritium,4780_00_00_00_07,4455,BL
15901,Phosphorus particulate (calcd.),725_00_00_00_14,598,MGL
16103,Sulphide dissolved,831_00_00_00_14,607,MGL
16104,Sulphide dissolved,831_00_00_00_14,608,MGL
16101,Sulphide dissolved,831_00_00_00_14,2365,MGL
16502,Thiosulfate total,757_00_00_00_14,621,MGL
17102,Chlorine total,423_00_00_00_14,624,MGL
17740,"2,3-dichlorophenol",226_00_00_00_14,643u2,WISKI_NGL
17701,"2,3-dichlorophenol",226_00_00_00_14,643u1,UT
100359,"2,3-dichlorophenol",226_00_00_00_14,2663,WISKI_NGL
96134,"2,3-dichlorophenol",226_00_00_00_14,2345,WISKI_NGL
96133,"2,4-dichlorophenol potassium OR 2,4-dichlorophenol sodium",96_00_00_00_14,2345,WISKI_NGL
100357,"2,4-dichlorophenol potassium OR 2,4-dichlorophenol sodium",96_00_00_00_14,2663,WISKI_NGL
17702,"2,4-dichlorophenol potassium OR 2,4-dichlorophenol sodium",96_00_00_00_14,643u1,UT
17741,"2,4-dichlorophenol potassium OR 2,4-dichlorophenol sodium",96_00_00_00_14,643u2,WISKI_NGL
17742,"2,6-dichlorphenol OR 2,6-dichlorophenol",305_00_00_00_14,643u2,WISKI_NGL
17704,"2,6-dichlorphenol OR 2,6-dichlorophenol",305_00_00_00_14,643u1,UT
100354,"2,6-dichlorphenol OR 2,6-dichlorophenol",305_00_00_00_14,2663,WISKI_NGL
96135,"2,6-dichlorphenol OR 2,6-dichlorophenol",305_00_00_00_14,2345,WISKI_NGL
96141,C6H4Cl2O,331_00_00_00_14,2345,WISKI_NGL
100360,C6H4Cl2O,331_00_00_00_14,2663,WISKI_NGL
17705,C6H4Cl2O,331_00_00_00_14,643u1,UT
17743,C6H4Cl2O,331_00_00_00_14,643u2,WISKI_NGL
17744,"3,5-dichlorophenol",233_00_00_00_14,643u2,WISKI_NGL
17706,"3,5-dichlorophenol",233_00_00_00_14,643u1,UT
100358,"3,5-dichlorophenol",233_00_00_00_14,2663,WISKI_NGL
96140,"3,5-dichlorophenol",233_00_00_00_14,2345,WISKI_NGL
96138,"2,3,4-trichlorophenol",123_00_00_00_14,2345,WISKI_NGL
100365,"2,3,4-trichlorophenol",123_00_00_00_14,2663,WISKI_NGL
17710,"2,3,4-trichlorophenol",123_00_00_00_14,643u1,UT
17745,"2,3,4-trichlorophenol",123_00_00_00_14,643u2,WISKI_NGL
17746,"2,3,5-trichlorophenol",320_00_00_00_14,643u2,WISKI_NGL
17711,"2,3,5-trichlorophenol",320_00_00_00_14,643u1,UT
100363,"2,3,5-trichlorophenol",320_00_00_00_14,2663,WISKI_NGL
96137,"2,3,5-trichlorophenol",320_00_00_00_14,2345,WISKI_NGL
96139,"2,3,6-trichlorophenol",319_00_00_00_14,2345,WISKI_NGL
100362,"2,3,6-trichlorophenol",319_00_00_00_14,2663,WISKI_NGL
17712,"2,3,6-trichlorophenol",319_00_00_00_14,643u1,UT
17747,"2,3,6-trichlorophenol",319_00_00_00_14,643u2,WISKI_NGL
17748,"2,4,6-trichlorophenol",308_00_00_00_14,643u2,WISKI_NGL
17713,"2,4,6-trichlorophenol",308_00_00_00_14,643u1,UT
100361,"2,4,6-trichlorophenol",308_00_00_00_14,2663,WISKI_NGL
96266,"2,4,6-trichlorophenol",308_00_00_00_14,2011,WISKI_NGL
96265,"2,4,5-trichlorophenol OR collunosol",333_00_00_00_14,2011,WISKI_NGL
100364,"2,4,5-trichlorophenol OR collunosol",333_00_00_00_14,2663,WISKI_NGL
17714,"2,4,5-trichlorophenol OR collunosol",333_00_00_00_14,643,WISKI_NGL
17715,"3,4,5-trichlorophenol",238_00_00_00_14,643u1,UT
17749,"3,4,5-trichlorophenol",238_00_00_00_14,643u2,WISKI_NGL
100366,"3,4,5-trichlorophenol",238_00_00_00_14,2663,WISKI_NGL
96142,"3,4,5-trichlorophenol",238_00_00_00_14,2345,WISKI_NGL
100368,"2,3,4,5-tetrachlorophenol",198_00_00_00_14,2663,WISKI_NGL
17750,"2,3,4,5-tetrachlorophenol",198_00_00_00_14,643u2,WISKI_NGL
17720,"2,3,4,5-tetrachlorophenol",198_00_00_00_14,643u1,UT
17721,"2,3,5,6-tetrachlorophenol",321_00_00_00_14,643u1,UT
17751,"2,3,5,6-tetrachlorophenol",321_00_00_00_14,643u2,WISKI_NGL
100367,"2,3,5,6-tetrachlorophenol",321_00_00_00_14,2663,WISKI_NGL
100356,Chlorophenols,228_00_00_00_14,2663,WISKI_NGL
17723,Chlorophenols,228_00_00_00_14,643,WISKI_NGL
17730,Pine-O disinfectant,330_00_00_00_14,658,WISKI_NGL
100350,Pine-O disinfectant,330_00_00_00_14,2663,WISKI_NGL
100351,ccris 641,70_00_00_00_14,2663,WISKI_NGL
17731,ccris 641,70_00_00_00_14,658,WISKI_NGL
17732,Parachlorophenol,65_00_00_00_14,658,WISKI_NGL
100352,Parachlorophenol,65_00_00_00_14,2663,WISKI_NGL
100353,2-chloro-5-methylphenol,239_00_00_00_14,2663,WISKI_NGL
17735,2-chloro-5-methylphenol,239_00_00_00_14,658,WISKI_NGL
17736,2-chloro-hydroxytoluene OR clorocresol,231_00_00_00_14,658,WISKI_NGL
100355,2-chloro-hydroxytoluene OR clorocresol,231_00_00_00_14,2663,WISKI_NGL
96136,2-chloro-hydroxytoluene OR clorocresol,231_00_00_00_14,2345,WISKI_NGL
96267,Pentachlorophenol,307_00_00_00_14,2011,WISKI_NGL
100369,Pentachlorophenol,307_00_00_00_14,2663,WISKI_NGL
17752,Pentachlorophenol,307_00_00_00_14,643u1,WISKI_NGL
17804,Pentachlorophenol,307_00_00_00_14,643u2,UT
60624,Pentachlorophenol,307_00_00_00_14,4316,UT
95152,Pentachlorophenol,307_00_00_00_14,2317,UT
17874,"Metadichlorobenzene (1,3-dichlorobenzene)",215_00_00_00_14,709,WISKI_NGL
102113,"Metadichlorobenzene (1,3-dichlorobenzene)",215_00_00_00_14,2863,WISKI_NGL
102456,"Metadichlorobenzene (1,3-dichlorobenzene)",215_00_00_00_14,2879,WISKI_NGL
102560,"Metadichlorobenzene (1,3-dichlorobenzene)",215_00_00_00_14,2883,WISKI_NGL
106657,"Metadichlorobenzene (1,3-dichlorobenzene)",215_00_00_00_14,3401,WISKI_NGL
96288,"Metadichlorobenzene (1,3-dichlorobenzene)",215_00_00_00_14,1947,WISKI_NGL
108851,"Metadichlorobenzene (1,3-dichlorobenzene)",215_00_00_00_14,3601,UT
108855,"Dichlorobenzene (1,2-dichlorobenzene)",329_00_00_00_14,3601,UT
95107,"Dichlorobenzene (1,2-dichlorobenzene)",329_00_00_00_14,1867,UT
96282,"Dichlorobenzene (1,2-dichlorobenzene)",329_00_00_00_14,1947,WISKI_NGL
106659,"Dichlorobenzene (1,2-dichlorobenzene)",329_00_00_00_14,3401,WISKI_NGL
106022,"Dichlorobenzene (1,2-dichlorobenzene)",329_00_00_00_14,2863,WISKI_NGL
102562,"Dichlorobenzene (1,2-dichlorobenzene)",329_00_00_00_14,2883,WISKI_NGL
102458,"Dichlorobenzene (1,2-dichlorobenzene)",329_00_00_00_14,2879,WISKI_NGL
17878,"Dichlorobenzene (1,2-dichlorobenzene)",329_00_00_00_14,709,WISKI_NGL
17879,para-dichlorobenzene,64_00_00_00_14,709,WISKI_NGL
102457,para-dichlorobenzene,64_00_00_00_14,2879,WISKI_NGL
102561,para-dichlorobenzene,64_00_00_00_14,2883,WISKI_NGL
106658,para-dichlorobenzene,64_00_00_00_14,3401,WISKI_NGL
96281,para-dichlorobenzene,64_00_00_00_14,1947,WISKI_NGL
95109,para-dichlorobenzene,64_00_00_00_14,1867,UT
108853,para-dichlorobenzene,64_00_00_00_14,3601,UT
96283,sym-trichlorobenzene,72_00_00_00_14,1947,WISKI_NGL
106660,sym-trichlorobenzene,72_00_00_00_14,3401,WISKI_NGL
102563,sym-trichlorobenzene,72_00_00_00_14,2883,WISKI_NGL
102459,sym-trichlorobenzene,72_00_00_00_14,2879,WISKI_NGL
17884,sym-trichlorobenzene,72_00_00_00_14,709,WISKI_NGL
17888,"vic-trichlorobenzene (1,2,3-trichlorobenzene)",304_00_00_00_14,709,WISKI_NGL
102565,"vic-trichlorobenzene (1,2,3-trichlorobenzene)",304_00_00_00_14,2883,WISKI_NGL
102461,"vic-trichlorobenzene (1,2,3-trichlorobenzene)",304_00_00_00_14,2879,WISKI_NGL
106662,"vic-trichlorobenzene (1,2,3-trichlorobenzene)",304_00_00_00_14,3401,WISKI_NGL
96285,"vic-trichlorobenzene (1,2,3-trichlorobenzene)",304_00_00_00_14,1947d1,WISKI_NGL
99267,"vic-trichlorobenzene (1,2,3-trichlorobenzene)",304_00_00_00_14,1947d2,WISKI_NGL
108860,"vic-trichlorobenzene (1,2,3-trichlorobenzene)",304_00_00_00_14,3601,UT
108857,"Trichlorobenzene A (1,2,4-trichlorobenzene)",95_00_00_00_14,3601,UT
17831,"Trichlorobenzene A (1,2,4-trichlorobenzene)",95_00_00_00_14,677,UT
99268,"Trichlorobenzene A (1,2,4-trichlorobenzene)",95_00_00_00_14,1947d2,WISKI_NGL
96284,"Trichlorobenzene A (1,2,4-trichlorobenzene)",95_00_00_00_14,1947d1,WISKI_NGL
106661,"Trichlorobenzene A (1,2,4-trichlorobenzene)",95_00_00_00_14,3401,WISKI_NGL
102564,"Trichlorobenzene A (1,2,4-trichlorobenzene)",95_00_00_00_14,2883,WISKI_NGL
102460,"Trichlorobenzene A (1,2,4-trichlorobenzene)",95_00_00_00_14,2879,WISKI_NGL
102117,"Trichlorobenzene A (1,2,4-trichlorobenzene)",95_00_00_00_14,2863,WISKI_NGL
17889,"Trichlorobenzene A (1,2,4-trichlorobenzene)",95_00_00_00_14,709,WISKI_NGL
17894,C6H2Cl4,246_00_00_00_14,709,WISKI_NGL
17840,C6H2Cl4,246_00_00_00_14,677,UT
17898,"1,2,3,4-tetrachlorobenzene",245_00_00_00_14,709,WISKI_NGL
102120,"1,2,3,4-tetrachlorobenzene",245_00_00_00_14,2863,WISKI_NGL
102566,"1,2,3,4-tetrachlorobenzene",245_00_00_00_14,2883,WISKI_NGL
102462,"1,2,3,4-tetrachlorobenzene",245_00_00_00_14,2879,WISKI_NGL
106663,"1,2,3,4-tetrachlorobenzene",245_00_00_00_14,3401,WISKI_NGL
96286,"1,2,3,4-tetrachlorobenzene",245_00_00_00_14,1947d1,WISKI_NGL
99266,"1,2,3,4-tetrachlorobenzene",245_00_00_00_14,1947d2,WISKI_NGL
17842,"1,2,3,4-tetrachlorobenzene",245_00_00_00_14,677,UT
17841,"benzene tetrachloride, s-tetrachlorobenzene",332_00_00_00_14,677,UT
17899,"benzene tetrachloride, s-tetrachlorobenzene",332_00_00_00_14,709,WISKI_NGL
18159,Aroclor 1242,214_00_00_00_14,718,UT
18160,Aroclor 1254,77_00_00_00_14,786,UT
74314,Aroclor 1254,77_00_00_00_14,2720,MGL
18161,Aroclor 1248,104_00_00_00_14,786,UT
18162,Aroclor 1260,76_00_00_00_14,786,UT
74315,Aroclor 1260,76_00_00_00_14,2720,MGL
18163,Aroclor 1016,105_00_00_00_14,786,UT
18164,Aroclor,114_00_00_00_14,829,UT
18169,Aroclor,114_00_00_01_02,719,MIGG
18177,Aroclor,114_00_00_01_02,675,MIGG
18180,Barban,58_00_00_00_14,843,UT
96114,Barban,58_00_00_00_14,2344,WISKI_NGL
18230,Crufomate,176_00_00_00_14,847,UT
18260,Fenchlorphos,175_00_00_00_14,847,UT
18320,Carbophenothion,286_00_00_00_14,847,UT
18325,Carbophenothion-methyl,334_00_00_00_14,847,UT
18360,Diallate,161_00_00_00_14,843,UT
96111,Diallate,161_00_00_00_14,2344,WISKI_NGL
102220,Diallate,161_00_00_00_14,2868,WISKI_NGL
110114,Diallate,161_00_00_00_14,3655,UT
110121,Diclofop-methyl,210_00_00_00_14,3655,UT
102222,Diclofop-methyl,210_00_00_00_14,2868,WISKI_NGL
100681,Diclofop-methyl,210_00_00_00_14,2721,UT
96115,Diclofop-methyl,210_00_00_00_14,2344,WISKI_NGL
18366,Diclofop-methyl,210_00_00_00_14,882,UT
18380,Trichloroacetic acid,280_00_00_00_14,886,UT
18390,Dalapon,278_00_00_00_14,886,UT
18415,Atrazine total,380_00_00_00_14,882,UT
18502,"2,4-D methyl ester",139_00_00_00_14,786,UT
18551,"2,4-DB methyl esther",131_00_00_00_14,786,UT
18942,Tetrahydronaphthalene,92_00_00_01_02,918,MIGG
96551,Tetrahydronaphthalene,92_00_00_01_02,2065,WISKI_NGG
102264,Tetrahydronaphthalene,92_00_00_01_02,2869,WISKI_NGG
18952,Quinoline,313_00_00_01_02,918,MIGG
22215,"1-chloro-2-(2-chlorophenyl)benzene/1,3-dichloro-2-phenylbenzene (PCB 4/10)",1264_00_00_06_43,10376,WISKI_NGSAMP
22217,"2,4-dichloro-1-phenylbenzene/1,4-dichloro-2-phenylbenzene (PCB 7/9)",1269_00_00_06_43,10376,WISKI_NGSAMP
22218,"1-chloro-4-(2-chlorophenyl)benzene/1,2-dichloro-3-phenylbenzene (PCB 8/5)",1273_00_00_06_43,10376,WISKI_NGSAMP
22221,"2,2',3/2,4',6-trichlorobiphenyl (PCB 16/32)",1591_00_00_06_43,10376,WISKI_NGSAMP
22223,"2,2',5-trichlorobiphenyl (PCB 18)",1083_00_00_06_43,10376,WISKI_NGSAMP
22226,"2,3,6/2,3',6-trichlorobiphenyl (PCB 24/27)",1592_00_00_06_43,10376,WISKI_NGSAMP
22228,"2,3',5-trichlorobiphenyl (PCB 26)",1590_00_00_06_43,10376,WISKI_NGSAMP
22229,"2,4,4'-trichlorobiphenyl (PCB 28)",2619_00_00_06_43,10376,WISKI_NGSAMP
22230,"2,4,6-trichlorobiphenyl (PCB 30) as a surrogate",4158_00_00_06_01,10376,PERC
22232,"2,3',4'-trichlorobiphenyl (PCB 33)",1587_00_00_06_43,10376,WISKI_NGSAMP
22234,"2,2',3,4/2,3,4'6/2,3',4',6-tetrachlorobiphenyl (PCB 41/64/71)",1580_00_00_06_43,10376,WISKI_NGSAMP
22236,"2,2',3,5'-tetrachlorobiphenyl (PCB 44)",1086_00_00_06_43,10376,WISKI_NGSAMP
22237,"2,2',3,6-tetrachlorobiphenyl (PCB 45)",1585_00_00_06_43,10376,WISKI_NGSAMP
22239,"2,2',4,4'/2,2',4,5-tetrachlorobiphenyl (PCB 47/48)",1582_00_00_06_43,10376,WISKI_NGSAMP
22240,"2,2',4,5'-tetrachlorobiphenyl (PCB 49)",1583_00_00_06_43,10376,WISKI_NGSAMP
22241,"1,4-dichloro-2-(2,6-dichlorophenyl)benzene (PCB 53)",1265_00_00_06_43,10376,WISKI_NGSAMP
22244,"2,3,3',4'/2,3,4,4'-tetrachlorobiphenyl (PCB 56/60)",1576_00_00_06_43,10376,WISKI_NGSAMP
22245,"2,3',4',5/2,3',4',5'-tetrachlorobiphenyl (PCB 70/76)",1577_00_00_06_43,10376,WISKI_NGSAMP
22248,"2,4,4',5-tetrachlorobiphenyl (PCB 74)",1578_00_00_06_43,10376,WISKI_NGSAMP
22252,"2,2',3,3',5-pentachlorobiphenyl (PCB 83)",1570_00_00_06_43,10376,WISKI_NGSAMP
22254,"2,2',3,4,4'-pentachlorobiphenyl (PCB 85)",1568_00_00_06_43,10376,WISKI_NGSAMP
22255,"1,2,3,4-tetrachloro-5-(2-chlorophenyl)benzene/1,2,4-trichloro-5-(2,3-dichlorophenyl)benzene (PCB 86/97)",1275_00_00_06_43,10376,WISKI_NGSAMP
22256,"2,2',3,4',6-pentachlorobiphenyl (PCB 91)",1574_00_00_06_43,10376,WISKI_NGSAMP
22257,"1,2,3-trichloro-4-(2,6-dichlorophenyl)benzene/1,2,4-trichloro-5-(2,5-dichlorophenyl)benzene (PCB 89/101)",1276_00_00_06_43,10376,WISKI_NGSAMP
22259,"1,3,5-trichloro-2-(2,4-dichlorophenyl)benzene (PCB 100)",1257_00_00_06_43,10376,WISKI_NGSAMP
22260,"2,2',3,5',6-Pentachlorobiphenyl (PCB 95)",1575_00_00_06_43,10376,WISKI_NGSAMP
22261,"2,2',4,4',5-pentachlorobiphenyl (PCB 99)",1571_00_00_06_43,10376,WISKI_NGSAMP
22263,"2,3,3',4',5-pentachlorobiphenyl (PCB 107)",1566_00_00_06_43,10376,WISKI_NGSAMP
14746,"2,3,3',4',5-pentachlorobiphenyl (PCB 107)",1566_00_00_06_43,4406,WISKI_PGSAMPLE
22264,"2,3,3',4',6-pentachlorobiphenyl (PCB 110)",1567_00_00_06_43,10376,WISKI_NGSAMP
22267,PCB 119,1752_00_00_06_43,10376,WISKI_NGSAMP
22270,"2,2'3,3',4,4'-hexachlorobiphenyl (PCB 128)",1096_00_00_06_43,10376,WISKI_NGSAMP
22271,"2,2',3,3',4,5-hexachlorobiphenyl (PCB 129)",1553_00_00_06_43,10376,WISKI_NGSAMP
22274,"2,2',3,3',5,6'/2,2',3,4,5',6-hexachlorobiphenyl (PCB 135/144)",1562_00_00_06_43,10376,WISKI_NGSAMP
22275,"2,2',3,5,5',6-hexachlorobiphenyl (PCB 151)",1563_00_00_06_43,10376,WISKI_NGSAMP
22278,"2,2',3,4,4',5/2,3,3',4',5,6/2,3,3',4',5',6-hexachlorobiphenyl (PCB 138/163/164)",1489_00_00_06_43,10376,WISKI_NGSAMP
22281,"2,2',3,4',5',6-hexachlorobiphenyl (PCB 149)",1561_00_00_06_43,10376,WISKI_NGSAMP
22285,"2,2',4,4',5,5'-hexachlorobiphenyl (PCB 153)",1098_00_00_06_43,10376,WISKI_NGSAMP
22287,"2,3,3',4,4',5-hexachlorobiphenyl (PCB 156)",1552_00_00_06_43,10376,WISKI_NGSAMP
22288,"2,3,3',4,4',5'-hexachlorobiphenyl (PCB 157)",1551_00_00_06_43,10376,WISKI_NGSAMP
22293,"2,2',3,3',4,4',5/2,3,3',4,4',5,6-heptachlorobiphényle (PCB 170/190)",1488_00_00_06_43,10376,WISKI_NGSAMP
22294,"2,2',3,3',4,4',6-heptachlorobiphenyl (PCB 171)",1541_00_00_06_43,10376,WISKI_NGSAMP
22299,"2,2',3,4,4',5,5'-heptachlorobiphenyl (PCB 180)",1100_00_00_06_43,10376,WISKI_NGSAMP
22300,"2,2',3,4,4',5',6/2,2',3,4',5,5',6-heptachlorobiphenyl (PCB 182/187)",1546_00_00_06_43,10376,WISKI_NGSAMP
22301,"2,2',3,4,4',5',6-heptachlorobiphenyl (PCB 183)",1545_00_00_06_43,10376,WISKI_NGSAMP
22304,"2,3,3',4',5,5',6-heptachlorobiphenyl (PCB 193)",1539_00_00_06_43,10376,WISKI_NGSAMP
22307,"2,2',3,3',4,4',5,6'/2,2',3,4,4',5,5',6-octachlorobiphenyl (PCB 196/203)",1532_00_00_06_43,10376,WISKI_NGSAMP
22308,"2,2',3,3',4,4',6,6'-octachlorobiphenyl (PCB 197)",1535_00_00_06_43,10376,WISKI_NGSAMP
22309,"2,2',3,3',4,5,5',6'-octachlorobiphenyl (PCB 199)",1533_00_00_06_43,10376,WISKI_NGSAMP
22312,PCB 204 as a surrogate,1690_00_00_06_01,10376,PERC
22318,"1,2,4,5-tetrabromobenzene (1,2,4,5-TBB)",247_00_00_06_01,10376,PERC
22321,delta-benzene hexachloride OR delta-(hexachlorocyclohexane OR hexachlorane OR BHC OR HCH),2679_00_00_06_01,10376,PERC
22326,Endrin ketone as a surrogate,643_00_00_06_01,10376,PERC
22337,Tetrahydronaphthalene,92_00_00_06_43,10376,WISKI_NGSAMP
22338,2-chloronaphthalene,315_00_00_06_43,10376,WISKI_NGSAMP
22339,Acenaphthene,292_00_00_06_43,10376,WISKI_NGSAMP
22340,Acenaphthylene,148_00_00_06_43,10376,WISKI_NGSAMP
22341,p-naphthalene,93_00_00_06_43,10376,WISKI_NGSAMP
22342,Benzo(a)anthracene,219_00_00_06_43,10376,WISKI_NGSAMP
22343,Benzopyrenes-C1,3774_00_00_06_43,10376,WISKI_NGSAMP
22344,Benzo(b)fluoranthene,145_00_00_06_43,10376,WISKI_NGSAMP
22345,Benzo(e)pyrene,137_00_00_06_43,10376,WISKI_NGSAMP
22346,"Benzo(g,h,i)perylene",132_00_00_06_43,10376,WISKI_NGSAMP
22347,Benzo(k)fluoranthene,147_00_00_06_43,10376,WISKI_NGSAMP
22348,Benzo(a)phenanthrene OR chrysene,155_00_00_06_43,10376,WISKI_NGSAMP
22349,"Dibenzo(a,h)anthracene OR Dibenz(a,h)anthracene",212_00_00_06_43,10376,WISKI_NGSAMP
22350,Fluoranthene,146_00_00_06_43,10376,WISKI_NGSAMP
22351,Fluorene,303_00_00_06_43,10376,WISKI_NGSAMP
22352,Fluorene-D10,3038_00_00_06_01,10376,PERC
22353,"Indeno(1,2,3-c,d)pyrene",140_00_00_06_43,10376,WISKI_NGSAMP
22354,Naphthalene,312_00_00_06_43,10376,WISKI_NGSAMP
22355,Naphthalene-D8,3037_00_00_06_01,10376,PERC
22356,Perylene-D12,1156_00_00_06_01,10376,PERC
22357,Phenanthrene,299_00_00_06_43,10376,WISKI_NGSAMP
22358,Pyrene,1272_00_00_06_43,10376,WISKI_NGSAMP
22359,Pyrene-D10,1491_00_00_06_01,10376,PERC
22360,"1,2,3,4,5-pentabromobenzene (PBBZ)",1626_00_00_06_43,10377,WISKI_NGSAMP
22361,"1,2-bis(2,4,6-tribromophenoxy)ethane (BTBPE)",1627_00_00_06_43,10377,WISKI_NGSAMP
22362,"2,2',4,5,5'-pentabromobiphenyl (BB-101 OR PBBB)",1628_00_00_06_43,10377,WISKI_NGSAMP
22363,"2,3,5,6-tetrabromo-p-xylene (pTBX)",1629_00_00_06_43,10377,WISKI_NGSAMP
22364,"2,3-dibromopropyl 2,4,6-tribromophenyl ether (DPTE)",1630_00_00_06_43,10377,WISKI_NGSAMP
22365,"2-bromoallyl 2,4,6-tribromophenyl ether (BATE)",1631_00_00_06_43,10377,WISKI_NGSAMP
22366,"2-ethylhexyl-2,3,4,5-tetrabromobenzoate (EHTeBB or EHTBB)",1632_00_00_06_43,10377,WISKI_NGSAMP
22367,"Allyl 2,4,6-tribromophenyl ether (ATE)",1633_00_00_06_43,10377,WISKI_NGSAMP
22368,anti-dechlorane plus (anti-DP),1634_00_00_06_43,10377,WISKI_NGSAMP
22369,"2,2',4-tribromodiphenyl ether (PBDE 17)",4206_00_00_06_43,10377,WISKI_NGSAMP
22372,"2,2',3,4,4',5'-hexabromodiphenyl ether (PBDE 138)",4214_00_00_06_43,10377,WISKI_NGSAMP
22373,BDE 15-13C12,1637_00_00_06_01,10377,PERC
22377,BDE 183-13C12,1638_00_00_06_01,10377,PERC
22379,BDE 207-13C12,1639_00_00_06_01,10377,PERC
22381,BDE-209 as a surrogate,4294_00_00_06_01,10377,PERC
22382,BDE 28-13C12,1641_00_00_06_01,10377,PERC
22390,BDE 99-13C12,1642_00_00_06_01,10377,PERC
22391,bis(2-ethyl-1-hexyl)tetrabromophthalate (BEHTBP),1643_00_00_06_43,10377,WISKI_NGSAMP
22392,Hexabromobenzene (HBB),1644_00_00_06_43,10377,WISKI_NGSAMP
22393,Octabromotrimethylphenylindane (OBIND),4536_00_00_06_43,10377,WISKI_NGSAMP
22394,Pentabromobenzyl acrylate (PBBA),1645_00_00_06_43,10377,WISKI_NGSAMP
22395,Pentabromoethylbenzene (PBEB),1646_00_00_06_43,10377,WISKI_NGSAMP
22396,Pentabromotoluene (PBTo OR PBT),1647_00_00_06_43,10377,WISKI_NGSAMP
22397,syn-dechlorane plus (syn-DP),1635_00_00_06_43,10377,WISKI_NGSAMP
22398,Tetrabromo-o-chlorotoluene (TBCT),1648_00_00_06_43,10377,WISKI_NGSAMP
22399,Hexabromocyclododecane (HBCDD),3729_00_00_06_43,10377,WISKI_NGSAMP
23050,Vanadium total,878_00_00_01_02,58,MIGG
23053,Vanadium total,878_00_00_01_02,486,MIGG
103251,Vanadium total,878_00_00_01_02,2940,MIGG
108258,Vanadium total,878_00_00_01_02,3558,MIGG
110704,Vanadium extractable,877_00_00_00_14,2841,UT
110872,Vanadium extractable,877_00_00_00_14,2628u2,UT
110993,Vanadium extractable,877_00_00_00_14,4070,UT
101553,Vanadium extractable,877_00_00_00_14,1526d2,MGL
101659,Vanadium extractable,877_00_00_00_14,2827,MGL
100477,Vanadium extractable,877_00_00_00_14,2817,UT
